"SN","Response","RT","Pair"
"23",-1,1196.10000007153,15
"23",1,981.100000023842,1
"23",-1,2006.20000007152,12
"23",-1,1326.20000007152,7
"23",1,881.699999976161,9
"23",-1,1015.10000000001,4
"23",1,2366.70000000001,16
"23",1,1465.2,8
"23",-1,983.099999976155,6
"23",-1,1720.70000002385,18
"23",1,1411.60000004768,17
"23",1,963.800000071526,13
"23",-1,1389.70000004768,11
"23",-1,1222.8,5
"23",1,1117.99999997616,3
"23",-1,1185.29999997615,10
"20",2,6700,1
"20",-1,2751.20000001192,17
"20",1,1385.40000000596,9
"20",2,1202.2,5
"20",1,2746.10000000596,3
"20",1,2732.99999999404,6
"20",1,1632.00000001788,16
"20",1,2071.6,2
"20",-2,1132.59999999404,12
"20",2,968.10000001192,7
"20",2,665.500000011918,8
"20",1,3191.50000001192,13
"20",-1,1544.40000000596,4
"20",2,1202.79999999404,10
"20",2,954.40000001192,18
"20",1,1052.69999999404,11
"20",2,1338.90000001192,15
"20",-2,1886.30000000596,14
"20",-1,2402.50000000596,21
"20",-1,2370.19999999404,19
"20",2,1115.80000001192,20
"20",1,2447.80000001192,13
"20",-2,1414.40000001788,15
"20",1,1446.40000001788,14
"20",-1,1805,11
"20",-2,1221.10000001788,5
"20",-2,852.399999994042,1
"20",1,1554.70000000596,6
"20",-1,1356.89999999999,3
"20",-1,1286.49999999403,9
"20",1,2147.30000001192,2
"20",2,1022.20000000596,17
"20",-1,893.400000011927,8
"20",-1,2034.10000001788,10
"20",1,2624.70000001788,4
"20",1,3472.40000000596,16
"20",-1,1789.39999999404,18
"20",2,1054.49999999403,12
"20",-2,916.699999999997,7
"19",1,25180.6000000119,17
"19",-1,3852.49999999404,4
"19",-1,3074.59999999404,11
"19",-1,2008.4,12
"19",-1,3135.99999999404,18
"19",1,2107.00000000596,2
"19",-2,2590.90000001192,16
"19",-1,3759.99999999404,10
"19",1,3161.80000001192,6
"19",1,1819.69999998808,3
"19",1,1459.30000000596,15
"19",1,1552.9,1
"19",-1,1211.20000001192,9
"19",1,1195.19999998808,5
"19",1,1036.10000000001,7
"19",1,2434.8,8
"19",1,2352.90000000596,13
"19",-1,1507.60000000001,14
"19",2,1295.40000001193,20
"19",1,1588.10000001192,19
"19",2,1461.49999999403,21
"19",-1,2154.59999999404,7
"19",-2,1725,4
"19",1,1448.09999998807,13
"19",1,822.900000011927,8
"19",-1,1733.29999999999,6
"19",1,2153.39999999999,17
"19",1,1299.70000000596,18
"19",1,944.199999988079,14
"19",1,1130.20000000596,9
"19",1,2574.29999998808,12
"19",1,3207.5,15
"19",1,2295.69999998808,3
"19",1,3132.50000001192,10
"19",-1,1168.10000000001,5
"19",1,969.200000011915,1
"19",1,1858.99999998808,2
"19",1,880.599999988073,11
"19",1,758.199999999997,16
"18",-1,25642.7000000179,9
"18",1,4281.1,5
"18",1,1158.4,12
"18",-1,2297.30000000596,16
"18",1,909.20000002384,13
"18",-1,1689.10000000596,10
"18",1,901.800000000003,4
"18",-2,2097.9,14
"18",1,1830.40000001192,6
"18",1,805.900000000001,7
"18",1,1791.4,3
"18",1,1438.6,15
"18",1,1605.40000000596,1
"18",-1,1837.20000001192,17
"18",-1,1260,18
"18",1,1665.70000002384,11
"18",1,1727.50000000596,2
"18",1,1947.60000002384,8
"18",1,1862.10000000596,19
"18",-1,1476.3,21
"18",-1,2017.50000000597,20
"18",1,1017.20000001192,6
"18",1,1248.00000001788,5
"18",1,1575,9
"18",-1,2552.20000001192,13
"18",1,1506.50000002384,12
"18",-1,1350.09999999999,14
"18",1,1081.30000002384,17
"18",1,2694.60000002384,16
"18",-1,2883.2,2
"18",1,5472.80000001789,7
"18",1,5030.10000000001,8
"18",-1,1429.20000000596,10
"18",-1,1204.40000002384,1
"18",-1,1685.00000001788,4
"18",-1,953.700000017881,11
"18",-1,1115.60000002384,3
"18",-1,4271.80000001789,15
"18",-1,1276.40000000596,18
"17",-2,13772.9999999881,17
"17",1,7269.79999999404,9
"17",2,2771.29999998808,6
"17",-1,7812.69999998808,4
"17",2,1236.49999999106,10
"17",-2,1715.59999999702,5
"17",1,1471.49999999404,18
"17",-1,5484.89999998808,13
"17",2,1081.39999999702,2
"17",2,1622.69999999106,15
"17",-2,1382.09999999106,16
"17",-2,1407.6,7
"17",-1,2095.6,3
"17",2,1092.09999999106,12
"17",-1,1825.19999998808,1
"17",1,5912.59999998807,8
"17",1,1548.49999999403,14
"17",1,1207.10000000001,11
"17",-1,4951.79999998808,20
"17",1,2969.19999999106,19
"17",-2,1026.60000000001,21
"17",1,3425.99999999403,13
"17",2,1009.39999999404,17
"17",-1,4121.69999998808,10
"17",2,1100.8,7
"17",-2,1199.89999999998,15
"17",-1,2953.59999999404,11
"17",1,5899.59999999404,4
"17",2,1280.39999999404,9
"17",-1,1437.59999999106,18
"17",-2,1340.69999999701,6
"17",2,4399.39999999106,16
"17",1,4807.99999999702,12
"17",2,2247.89999999404,3
"17",-2,1230.79999998808,2
"17",2,1021.89999999999,5
"17",2,1452.99999999702,8
"17",2,1171.39999999403,1
"17",1,2412.60000000001,14
"11",1,19095.3,7
"11",-1,3526.20000000037,3
"11",2,1112.99999999981,13
"11",-1,2420.90000000019,1
"11",-2,2652.50000000037,11
"11",-2,1834.70000000038,4
"11",1,2425.09999999982,15
"11",-1,4088.59999999982,12
"11",1,2021.19999999982,18
"11",1,1236.39999999963,9
"11",-1,3027.5,2
"11",1,3354.39999999963,16
"11",-1,3900.69999999982,17
"11",1,1376.70000000019,10
"11",1,1666.70000000002,14
"11",-1,1328.10000000018,6
"11",2,1347.60000000037,5
"11",1,1278.10000000018,8
"11",2,995.499999999811,20
"11",-1,3756.40000000037,21
"11",1,2262.40000000037,19
"11",1,1348.20000000019,16
"11",1,1351.79999999962,3
"11",-1,1889.20000000038,17
"11",1,2157.90000000037,9
"11",2,1408.00000000038,4
"11",1,3631.70000000019,2
"11",1,6807.59999999963,14
"11",1,1871.30000000019,6
"11",-1,1644.99999999962,15
"11",1,1507.30000000019,12
"11",-1,2111.39999999982,10
"11",-1,1571.90000000018,7
"11",2,1316.7,1
"11",2,897.100000000006,11
"11",-1,1438.39999999963,18
"11",-1,1380.59999999963,13
"11",-1,1230.3,5
"11",-1,1181.00000000038,8
"10",1,14838.4000000002,2
"10",1,2925.09999999991,3
"10",1,2072.10000000009,9
"10",1,1477.50000000019,4
"10",-1,2547.09999999991,13
"10",1,1413.60000000009,15
"10",-1,1517.9,11
"10",1,1544.80000000009,1
"10",-1,1603.60000000009,5
"10",-1,1131.60000000009,7
"10",-1,2311.20000000028,14
"10",2,1163.10000000019,6
"10",-1,1061.30000000028,18
"10",-1,1051.10000000009,16
"10",-1,1416.5,17
"10",1,1656.5,12
"10",1,966.5,10
"10",-1,1633.30000000018,8
"10",2,1480.50000000009,19
"10",-2,1110.00000000028,21
"10",-1,1737.9000000001,20
"10",-2,1668.60000000009,4
"10",-1,1338.10000000019,1
"10",1,1716.8,5
"10",-1,1992.60000000009,12
"10",1,1633.20000000001,11
"10",1,1856.80000000019,18
"10",1,806.699999999997,8
"10",-1,1054.90000000018,15
"10",-1,1052.30000000009,2
"10",-1,1522.90000000018,9
"10",1,1118.2000000001,14
"10",1,816.599999999991,16
"10",1,936.60000000018,10
"10",1,939.600000000006,17
"10",1,1126.19999999991,7
"10",-1,1074.50000000019,3
"10",-2,1351.70000000019,6
"10",1,2209.99999999991,13
"9",-1,13933.2,18
"9",1,1539.79999999702,3
"9",-1,1630.60000000596,17
"9",1,917.700000008939,4
"9",1,888.199999997021,16
"9",-1,1302.00000000596,9
"9",-1,961.099999999998,14
"9",1,1635.70000000894,5
"9",-1,2058.59999999702,10
"9",-1,1184.40000000894,7
"9",1,1857.00000000596,12
"9",2,999.099999999998,2
"9",-1,1215.70000000596,6
"9",1,1375.80000000894,13
"9",-1,1816.59999999999,15
"9",-2,1233.20000000596,11
"9",1,1176.50000000596,1
"9",1,1306.79999999702,8
"9",-2,1094.10000000894,19
"9",-2,890.800000002979,21
"9",1,1183.50000000001,20
"9",1,968.600000005958,7
"9",-2,1274.20000000894,4
"9",1,1239.30000000596,15
"9",1,1990.20000000894,8
"9",-1,1342.90000000894,13
"9",2,1249.50000000894,11
"9",1,2464.40000000298,5
"9",-1,3037.99999999702,16
"9",-1,1405,3
"9",-1,2276.50000000597,2
"9",1,4298.39999999999,14
"9",1,967.700000008946,18
"9",-1,1328.29999999702,17
"9",-1,1011.7,1
"9",1,1108.09999999702,9
"9",1,2416.10000000297,6
"9",1,768.000000002983,12
"9",-1,1545.10000000596,10
"6",-1,4674.19999999981,12
"6",1,19375.6999999998,17
"6",1,9625.10000000009,16
"6",1,1576.19999999982,7
"6",-1,3865.5000000001,18
"6",1,2935.79999999991,13
"6",1,11362.7000000001,2
"6",1,1133.3,6
"6",1,2479.89999999981,9
"6",2,1085.29999999981,5
"6",1,1281.9000000001,4
"6",1,2527.7000000001,15
"6",1,1610.69999999981,3
"6",1,3338.5,10
"6",1,989.400000000183,14
"6",-1,2126.09999999982,11
"6",1,2745.4000000001,1
"6",1,2219.60000000009,8
"6",1,3171.50000000009,20
"6",1,2708.80000000009,19
"6",-1,7769.19999999991,21
"6",-2,1562.50000000019,7
"6",1,1292.50000000019,15
"6",1,5849.10000000009,2
"6",-2,1727.90000000018,4
"6",-2,2707.30000000019,6
"6",1,1080.0999999999,13
"6",1,2053.29999999981,3
"6",-1,2090.80000000019,5
"6",1,1296.2,9
"6",1,932.199999999808,10
"6",1,1287.40000000018,12
"6",2,2899.89999999997,8
"6",1,3072.6999999999,1
"6",1,1270.5,18
"6",1,1771.39999999999,14
"6",1,797.799999999988,11
"6",1,1125.70000000019,17
"6",1,1737.10000000018,16
"5",1,21135,5
"5",-2,1402.4,14
"5",2,1202.8,3
"5",-1,1194.00000000001,6
"5",1,2362.70000000001,17
"5",-1,1900.9,12
"5",2,1232.6,7
"5",2,1096.40000000001,15
"5",2,925.100000000006,4
"5",2,832.599999999999,18
"5",2,871.80000000001,13
"5",2,773.100000000006,1
"5",2,742.700000000004,11
"5",1,1273.50000000001,16
"5",1,902.400000000002,8
"5",2,818.900000000009,2
"5",2,737.80000000001,10
"5",1,1347.7,9
"5",2,1103.50000000001,19
"5",-1,1659.50000000001,21
"5",2,825.500000000015,20
"5",-2,1392.8,11
"5",-1,1017.39999999999,10
"5",-2,1184.90000000001,15
"5",-1,1185.60000000001,8
"5",-1,1034.40000000001,18
"5",1,1649.99999999999,13
"5",-1,3785.20000000001,2
"5",-1,673.600000000006,4
"5",-1,630.399999999994,6
"5",-1,1486.09999999999,1
"5",-2,2187.20000000001,3
"5",1,924.000000000015,9
"5",-1,1182.60000000001,5
"5",-1,2024.5,7
"5",1,1615.7,14
"5",2,959.199999999997,17
"5",1,1850,12
"5",-1,1120.70000000001,16
"2",1,13111.0000000089,6
"2",1,3372.00000000596,2
"2",1,1901.40000000596,12
"2",1,1442,8
"2",1,2193.90000000298,14
"2",-1,2288.5,9
"2",1,2125.60000000596,5
"2",2,1129.1,15
"2",1,1955.9,1
"2",1,1725.9,7
"2",-1,2553.50000000894,3
"2",-1,2692.59999999702,16
"2",1,3271.90000000596,17
"2",-1,1549.50000000894,4
"2",1,1824.39999999702,18
"2",-1,1527.29999999702,13
"2",1,1395.4,11
"2",-1,1427.60000000894,10
"2",-2,1826.9,20
"2",1,1210.59999999702,21
"2",1,1562.50000000298,19
"2",1,1484.50000000298,16
"2",-1,1673.40000000596,3
"2",-2,5102.60000000297,5
"2",-1,1482.60000000297,6
"2",-1,1303.80000000595,15
"2",2,2284.00000000298,9
"2",1,1192.70000000298,1
"2",-1,3681.10000000596,7
"2",-1,4295,13
"2",-1,1211.59999999702,2
"2",1,1083.39999999999,8
"2",-2,3016.7,4
"2",1,2593.3,12
"2",-1,1442.10000000001,18
"2",2,1560.50000000597,14
"2",2,1178.90000000894,17
"2",-1,2484,10
"2",-1,2032.60000000596,11
"71",1,34644.5999998093,11
"71",1,10914.5000001907,2
"71",1,5223.3,3
"71",2,3246.79999990463,13
"71",-2,6340.59999980927,6
"71",1,8383.2,17
"71",1,3841.79999980927,1
"71",1,7383.99999990463,18
"71",2,1673.00000009537,7
"71",-1,6054.80000019073,8
"71",2,1636.09999990463,4
"71",1,4515.50000019073,9
"71",-1,4775.3,12
"71",1,3712.50000019073,14
"71",1,2924.70000009537,16
"71",1,3224.39999980926,5
"71",1,3247.5,15
"71",1,4318.49999980927,10
"71",1,6066.00000019073,19
"71",2,7743.79999999999,21
"71",1,1882.5,20
"71",-1,3111.89999999999,16
"71",-1,1964,13
"71",-1,1661.90000009537,5
"71",-1,2324.40000019074,10
"71",1,2599.09999980926,11
"71",1,3728.10000000001,6
"71",-1,4027.79999980927,4
"71",1,1962.99999990463,9
"71",-1,3252.59999980926,15
"71",1,1858.90000009537,2
"71",1,1961.50000009537,3
"71",1,2355,14
"71",1,2413.19999990464,17
"71",1,3805.20000000001,8
"71",-1,1845.29999990464,18
"71",1,3579.99999990463,1
"71",-1,3877.49999980925,7
"71",2,3170.89999980928,12
"70",2,23846.5,1
"70",1,1940.30000019073,6
"70",-1,1935.10000009536,12
"70",2,1442.09999990463,7
"70",2,1808.29999990463,15
"70",2,656.399999809262,10
"70",2,1221.79999990463,2
"70",1,1341.90000009537,8
"70",-2,1576.79999990463,14
"70",1,1649.90000019073,16
"70",1,2512.59999980927,3
"70",-2,1588.59999980927,9
"70",1,2445.09999990463,18
"70",-1,2004.00000019073,5
"70",2,1843.89999980926,13
"70",2,1242.5,4
"70",2,617.400000190733,11
"70",-1,3240.69999990463,17
"70",2,1095.2,20
"70",-2,1468.19999980927,21
"70",1,2065.39999990464,19
"70",1,3807.8,6
"70",-1,2119.49999990463,3
"70",2,1235.20000009537,8
"70",2,760.899999999994,7
"70",1,1555.49999990463,5
"70",-1,1693.90000019074,12
"70",-1,2290.60000009536,10
"70",-2,1247.09999980926,4
"70",-1,1573.59999990463,13
"70",1,2175.20000019073,14
"70",-2,1593.20000009537,15
"70",-2,825.400000095367,18
"70",2,1632.60000019074,9
"70",-2,1256.00000019073,11
"70",-2,837.399999904635,2
"70",-2,1483.29999999999,1
"70",2,1330.3,17
"70",-2,3021.10000000001,16
"69",-1,24634.5999997139,16
"69",1,3833.1999997139,7
"69",-1,3904.39999990464,5
"69",1,4724.70000009537,2
"69",-1,2815.89999980926,1
"69",-1,3112.29999990463,3
"69",-1,2692.5999997139,18
"69",1,2369.19999980927,10
"69",2,995.199999713899,4
"69",1,1940,8
"69",1,1542.10000009536,9
"69",1,5888.80000009537,11
"69",1,3637.4999997139,15
"69",2,3364.30000009536,13
"69",-1,2718.5,14
"69",1,1353.39999999999,6
"69",-1,4507.39999990464,17
"69",-1,2759.59999980926,12
"69",1,1761.7999997139,19
"69",-1,3771.7999997139,20
"69",-2,1661.39999999999,21
"69",-1,1619.09999980926,2
"69",-2,1770.39999999999,4
"69",-1,1315.99999971389,11
"69",1,3495.79999990463,7
"69",1,2899.99999999998,8
"69",-1,16929.7,17
"69",1,9133.09999999996,5
"69",1,4240.79999990464,3
"69",-1,1951.19999980926,16
"69",-1,2729.09999980926,13
"69",-1,21636.8999999046,6
"69",-1,2756.39999990462,15
"69",1,1525.49999980925,9
"69",-1,4681.60000009538,18
"69",1,3918.3999997139,1
"69",1,3777.69999980927,10
"69",1,10123.4,12
"69",1,2982.59999980926,14
"58",1,38782.7,6
"58",-1,2496.40000009537,11
"58",-1,25389.5000001907,1
"58",-1,2574.2,8
"58",1,8127.20000014306,5
"58",-1,11466.5,14
"58",1,5576.7,15
"58",1,2234.50000019073,12
"58",-2,1641.70000004768,16
"58",-1,1799.89999999999,13
"58",-1,4856.50000019073,4
"58",-1,1774.40000014305,18
"58",-1,2295.10000009536,9
"58",-1,3804.80000009536,3
"58",-1,3948.39999999999,10
"58",1,1895.7,2
"58",1,7204.30000019073,17
"58",1,8636.30000019073,7
"58",-1,8859.00000014305,19
"58",1,2889.40000009537,20
"58",1,2526.30000014306,21
"58",1,2785.40000019074,10
"58",1,1969.79999999999,18
"58",1,1666.59999999998,11
"58",-1,2913.60000009538,4
"58",1,2116.69999999998,15
"58",-1,1721.60000004768,6
"58",1,8284.60000000001,14
"58",1,2689.70000019073,1
"58",1,2566.4000000477,16
"58",1,11703.7,17
"58",2,1565.00000014305,7
"58",1,1942.70000019073,13
"58",-1,2385.40000019074,2
"58",2,1257.9000000477,8
"58",-1,1304.29999999999,5
"58",1,3060.00000004767,9
"58",-1,1954.10000004768,12
"58",1,2452.50000014305,3
"56",-1,14665.7,4
"56",1,1967.99999990463,17
"56",1,1329.20000009537,8
"56",-2,1684.29999990463,18
"56",-1,4953.19999995232,16
"56",-1,3163.30000009537,9
"56",2,1253.09999990463,7
"56",1,1419.29999995232,3
"56",-1,1378.4,14
"56",2,1428.2,2
"56",1,1531.40000009537,5
"56",1,1414.60000004769,1
"56",-1,2254.59999990463,12
"56",2,1500.00000000001,6
"56",-1,1706.3,11
"56",-2,2765.29999990463,10
"56",1,2143.50000004769,13
"56",2,2274,15
"56",1,1599.9,19
"56",1,1296.2,21
"56",2,1140.59999995232,20
"56",-1,1855.70000004768,6
"56",1,1661.79999995232,18
"56",-1,1571.79999995232,5
"56",-1,1965.10000004768,3
"56",-1,1542.69999995231,1
"56",1,1650.20000000001,16
"56",-2,1632.70000009537,4
"56",1,2471.89999995232,8
"56",1,1341.29999995232,12
"56",1,1248.10000009536,15
"56",1,1118.69999995231,11
"56",1,2498.8,14
"56",2,1343.5,10
"56",-1,1257.40000004768,2
"56",1,1167.79999990463,9
"56",-1,1144.20000004768,7
"56",2,1427.60000009536,13
"56",1,1163.69999990464,17
"54",1,18582.6000000477,2
"54",-1,3240.00000009537,17
"54",1,2094.40000004768,12
"54",1,1258.30000009537,1
"54",1,5416.6,11
"54",-1,1753.1,18
"54",1,4226.69999990463,6
"54",-1,2194.59999990463,13
"54",-1,2194.7,5
"54",-1,2851.19999995232,14
"54",-1,1921.29999995232,16
"54",-2,3213.39999990464,7
"54",1,2061.39999990464,10
"54",-1,2211.49999990463,4
"54",-1,2106.69999995231,9
"54",-1,1671.69999995231,8
"54",-1,3148.3,3
"54",1,3191.5,15
"54",2,1704.3,21
"54",1,4284.50000004769,19
"54",1,1241.29999995232,20
"54",1,1110.90000004768,8
"54",-2,2412.00000004769,15
"54",1,2443.50000004769,13
"54",1,1890.80000009536,17
"54",-1,2303.00000009537,4
"54",1,1827.29999990463,16
"54",1,1057.80000004769,14
"54",1,1103.80000004769,9
"54",1,4108.90000009537,10
"54",1,1343.99999995231,1
"54",1,2042.69999995231,5
"54",1,1809.29999995232,7
"54",1,1145.39999995232,11
"54",1,1212.09999995232,3
"54",-1,3277.10000004768,6
"54",-1,1249.90000000001,2
"54",-1,1368.10000004768,12
"54",1,1658.39999990464,18
"61",1,16751.6,9
"61",1,2277,2
"61",-2,3461.8,12
"61",1,940.6,8
"61",1,2188.3,18
"61",2,960.1,15
"61",1,1863.4,11
"61",1,1345,10
"61",1,1882.3,16
"61",-1,1275.5,14
"61",-1,1629.7,5
"61",1,1289.6,4
"61",-1,1474.7,1
"61",1,1117.5,7
"61",-1,1339.5,6
"61",2,1604.5,13
"61",-1,1640,3
"61",1,1521.8,17
"61",-2,1307.4,21
"61",-1,2357.7,19
"61",1,1061.2,20
"61",-2,3891.4,18
"61",-1,1528.5,13
"61",-1,1231.9,9
"61",1,1180.7,17
"61",-1,1267.9,4
"61",1,1751.4,3
"61",1,1183.5,11
"61",1,1237,5
"61",-1,1169.6,15
"61",-2,3319.8,10
"61",2,1141.2,7
"61",-1,1694.3,16
"61",1,2126.8,1
"61",1,949.8,12
"61",-1,2742.7,8
"61",1,988,6
"61",-1,1555.2,2
"61",-1,1729.7,14
"62",1,12240.3000000007,13
"62",1,7582.99999999851,16
"62",2,1683.39999999926,10
"62",2,1060.79999999777,4
"62",1,4814.7,12
"62",2,2359.70000000075,3
"62",1,1571.9,18
"62",1,1947.6,2
"62",1,1536.2,15
"62",1,1556.90000000074,5
"62",-1,1639.49999999851,17
"62",-2,1244.6,14
"62",2,2344.39999999777,11
"62",-1,1326.49999999851,6
"62",-1,2555.19999999851,1
"62",-1,1165.19999999776,9
"62",-1,5853.2,7
"62",1,1455.7,8
"62",1,1193.39999999777,20
"62",1,1100.50000000074,19
"62",1,982.799999997762,21
"62",1,997.599999997765,1
"62",-1,1042.09999999851,2
"62",1,1794.79999999776,8
"62",1,1110.69999999926,6
"62",-2,1482.49999999926,11
"62",-1,5915.19999999851,13
"62",-2,1356.89999999851,4
"62",-2,795.600000000748,15
"62",1,1330.09999999925,10
"62",1,1086.29999999776,17
"62",1,752.499999998516,7
"62",1,896.199999999997,12
"62",1,724.699999999255,9
"62",-1,2277.10000000075,3
"62",1,1117.70000000074,16
"62",-1,2223.99999999852,5
"62",1,1340.7,14
"62",-2,1187.89999999777,18
